Имя,Дата защиты,Ученая степень,Научный руководитель:,Официальные оппоненты:,Работа выполнена в:,Ведущая организация:,Диссертационный совет:,Научный консультант:,Научный руководитель / консультант:,Работа выполнена:,Дата защиты:,Работа выполнена в,Работа выполнена на:,V1,"Работа
выполнена в:","Работа выполнена
в:","Ведущая
организация:",Работа выполнена на,Научные руководители:,Научный консультант,Работа выполнена,"Ведущая 
 организация:","Научный
руководитель:",Научные консультанты:,Научный руководитель,Официальные оппоненты,"Организация, где выполнена работа",Ведущая организация,Диссертация защищена,  Фото,Тамбовский государственный университет им. Г.Р. Державина,Диссертационный совет: 12.10.419,Фото,"Организация, где выполнена диссертация",V2
Ашкалов Агепсим Исаакович, 10 апреля 2007 года, кандидат экономических наук,Порошин Юрий Борисович,"Шаховская Лариса Семёновна,
Назарьева Нелля Александровна","Саратовском государственном социально-экономическом
университете",Саратовский институт ГОУ ВПО Российский государственный торгово-экономический университет,"212.241.02 при Саратовском государственном социально-экономическом
университете",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ашурбекова Альбина Ашурбековна, 28 октября 2011 года, кандидат юридических наук,Хачатуров Рудольф Левонович,"Финогентова Ольга Евгеньевна,
Бехруз Хашматулла Набиевич",Казанский (Приволжский) федеральный университет,Московская государственная юридическая академия им. О.Е. Кутафина,212.081.26 Казанский (Приволжский) федеральный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ашхотов Залимгери Асланбекович, 27 января 2009 года, кандидат экономических наук,Маремуков Арсен Аминович,"Лякишева Ирина Николаевна,
Кушхов Арсен Петрович",Кабардино-Балкарская государственная сельскохозяйственная академия,Горский государственный аграрный университет,220.062.04 Ставропольский государственный аграрный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ашхотова Марьяна Алексеевна, 2005 год, кандидат экономических наук,Маремуков А. А.,,Кабардино-Балкарский НИИ сельского хозяйства,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Аюбов Валерий Хусинович, 25 декабря 2006 года, кандидат педагогических наук,Мансуров Исмаил Ибрагимович,"Узденова Соня Баймурзаевна,
Хачирова Земфира Кемаловна",Карачаево-Черкесский государственный университет им. У.Д. Алиева,Северо-Осетинский государственный университет,212.086.01 Карачаево-Черкесский государственный университет им. У.Д. Алиева,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бабаев Камран Насруллаевич, 2000 год, кандидат экономических наук,Чекмарёв Василий Владимирович,"",Костромской государственный университет имени Н. А. Некрасова,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бабатов Заурбек  Бабатович, 29 декабря 2011 года, кандидат экономических наук,Колыванов Виктор Юрьевич,"Шабанова Мадина Мухидиновна,Гордеев Олег Иванович",Дагестанский государственный технический университет,Дагестанский государственный университет,212.052.01 Дагестанский государственный технический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бабкина Ирина Ивановна, 18 января 2012 года, кандидат педагогических наук,Фактор Алексей Моисеевич,"Легостаев Иван Иванович,Романенко Надежда Михайловна",Воронежский институт высоких технологий,Московский гуманитарный педагогический институт,212.136.04 Моск. гос. гуманитар. ун-т им. М.А. Шолохова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бавыкин Юрий Алексеевич, 21 декабря 2009 года, кандидат исторических наук,Николаев Эдуард Афанасьевич,"Цыкунов Григорий Александрович,
Суш Сергей Петрович",Иркутском государственном университете путей сообщения,Восточно-Сибирский институт МВД РФ,"003.027.01 при Учреждении СО РАН Институте монголоведения, буддологии и тибетологии",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багаряков Алексей Владимирович, 1 июня 2006, кандидат экономических наук,Раевский Сергей Васильевич,"Старовойтов Владимир Гаврилович, Погребняк Дмитрий Александрович",РАГС,Российская экономическая академия им Г В Плеханова,502.006.08 РАГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багдасаров Михаил Иванович, 2008 год, кандидат социологических наук,"Лебедев Сергей Николаевич,","Кочетков Владимир Викторович, Шемерзова
Айшат Шахимовна",Институт экономики РАН,Институт проблем рынка РАН,501.001.03  МГУ им М.В. Ломоносова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багинова Виктория Матвеевна, ноябрь 2000 года, доктор экономических наук,,"Стерликов Федор Федорович,
Маковский Абрам Менделевич, Салиев Рашид Шамильевич",Санкт-Петербургском государственном университете экономики и финансов,Российская экономическая академия им.Г.В.Плеханова,063.86.08  в Санкт-Петербургском государственном университете экономики и финансов,Добрынин Александр Иванович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багмет Анатолий Михайлович, 29 мая 2004 года, кандидат юридических наук,Саломаткин Александр Сергеевич,"Майоров Владимир Иванович,
Четвертакова Елена Сергеевна",Челябинский государственный университет,Уральская государственная юридическая академия,212.296.03 Челябинский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багрова Нэля Геннадьевна, 13 марта 2012 года, кандидат педагогических наук,Голубев Александр Антонович,"Болотин Александр Эдуардович,
Бочковская Виктория Леонидовна",Санкт-Петербургский университет государственной противопожарной службы МЧС России,Военная академия связи им. С.М. Будённого,205.003.03 Санкт-Петербургский университет государственной противопожарной службы МЧС России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Багрянцев Алексей Николаевич, 22 октября 2010 года, кандидат экономических наук,Вагин Сергей Геннадьевич,"Ашмарина Светлана Игоревна,
Мелитонян Ольга Аркадьевна",Самарский государственный экономический университет,Государственный университет управления,212.214.03 при Самарском государственном экономическом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баженов Виктор Викторович, 21 октября 2011 года, кандидат юридических наук,Полищук Николай Иванович,"Залужный Александр Гаврилович, Салин Павел Борисович",Юридическом институте (Санкт-Петербург),Рязанский государственный университет имени С.А. Есенина,521.073.01 в Юридическом институте (Санкт-Петербург),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баженов Олег Валерьевич, 27 марта 2007 года, кандидат педагогических наук,Баскин Юрий Григорьевич,"Щеголев Валерий Александрович,
Лактионов Андрей Александрович",Санкт-Петербургский университет государственной противопожарной службы МЧС России,Военная академия связи,205.003.03 Санкт-Петербургский университет государственной противопожарной службы МЧС России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Базарбаев Алмаз Сатыбалдиевич, 2011 год, доктор юридических наук,,"Исаев Аджимурат Алыбалаевич, Молдабаев Саркытбек Сарсенбаевич, Ханов Талгат Ахматзневич",Чуйский университет им. С. Мамбеткалиева,Карагандинская академия МВД Республики Казахстан имени Б. Бейсенова,"12.10.421 Кыргызско-Российский
славянский университет, Кыргызская государственная юридическая академия
при правительстве Кыргызской Республики",Табалдиева Венера Шаршенбековна,,,,,,,,,,,,,,,,,,,,,,,,,,,
Базаров Доржи Анатольевич, 24 декабря 2009 года, кандидат технических наук,Дринча Василий Михайлович,"Овчинникова Наталья Ивановна,
Арсентьев Владимир Александрович",Восточно-Сибирском государственном технологическом университете ВСГТУ,Бурятская государственная сельскохозяйственная академия имени В.Р. Филиппова,212.039.06  ВСГТУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баимбетов Адиль Кудайбергенович, 10 декабря 2010 года, кандидат медицинских наук,Ревишвили Амиран Шотаевич,"Сулимов Виталий Андреевич,Никитина Татьяна Георгиевна",Научный центр сердечно-сосудистой хирургии РАМН,"Российский кардиологический
научно-производственный комплекс министерства здравоохранения Российской
 Федерации им. А.Л. Мясникова",001.015.01 Научный центр сердечно-сосудистой хирургии РАМН,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Байдина Ольга Владимировна, 2009 год, кандидат экономических наук,Дорошенко Юрий Анатольевич,"Бухонова София Мирославовна,
Сидоркин Юрий Михайлович",Белгородском государственном технологическом университете им. В.Г. Шухова,Московский государственный открытый университет,212.014.02 в Белгородском государственном технологическом университете им. В.Г. Шухова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Байкин Игорь Александрович, 24 октября 2004 года, кандидат социологических наук,Кириллова Елена Александровна,"Коробов Виктор Борисович,
Денисов Олег Иванович","Московский государственный технологический университет ""Станкин""",Академия труда и социальных отношений,"К 212.142.04 при ""Станкине""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Байрамов Вагиф Дейрушевич, 2005 год, кандидат политических наук,Герасимов Анатолий Васильевич,"",Московский экономико-правовой институт,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакиров Равиль Рустамович, 2009 год, кандидат медицинских наук,Зиангиров Роберт Аминович,"","","",Башкирский государственный медицинский университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакрадзе Андрей Анатольевич, 9 декабря 2004 года, кандидат юридических наук,Пономарев Павел Георгиевич,"Яни Павел Сергеевич, Борбат Андрей Владимирович",Московской государственной юридической академии,Российская академия правосудия,212.123.01 в Московской государственной юридической академии,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакрадзе Андрей Анатольевич, 7 октября 2011 года, доктор юридических наук,,"Ревин Валерий Петрович, Гриб Владимир Григорьевич, Невский Сергей Александрович",Академия экономической безопасности МВД России,Саратовская государственная академия права,203.022.02 Академия экономической безопасности МВД России,Аминов Давид Исакович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакрунов Юрий Октавьевич, 16 февраля 2004, кандидат экономических наук,Гумба Хута Мсуратович,"Фалькевич Николай Антонович, Кулаков Юрий Николаевич",Московский государственный строительный университет,Московский институт коммунального хозяйства и строительства,Д 212.138.05 Московский государственный строительный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакуев Михаил Олегович, 29 марта 2011 года, кандидат экономических наук,Богомолец Светлана Романовна,"Быстров Олег Филаретович,
Дьяков Максим Максимович",Московская финансово-промышленная академия,Московский государственный открытый университет,"222.020.01 Российский научно-технический центр информации по стандартизации, метрологии и оценке соответствия",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бакунович Григорий Васильевич, 2000 год, кандидат экономических наук,Москалев М. В.,"",Санкт-Петербургский государственный аграрный университет СПбГАУ,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балаболин Виталий Григорьевич, 22 октября 2004 года, кандидат экономических наук,Сёмин Александр Николаевич,"Летунов Иван Иванович,Мальцев Николай Васильевич",Уральская государственная сельскохозяйственная академия,Уральский государственный экономический университет,220.067.01  Уральская государственная сельскохозяйственная академия,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балагурова Марина Ивановна, 2007 год, кандидата педагогических наук,Залуцкая Светлана Юрьевна,"Блинов Леонид Викторович,
Обутова Аксинья Дмитриевна",Якутский государственный университет имени М К Аммосова,Московский гуманитарный педагогический институт,212.306.02 Якутский государственный университет имени М К Аммосова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балакин Михаил Дмитриевич, 24 июня 2008 года, кандидат экономических наук,Ресин Владимир Иосифович,"Кардаиская Нива Львовна, Цыганков Аристокес Алексеевич",Российский экономический университет им Г.В. Плеханова РЭА,Воронежский государственный архитектурно-строительный университет,212.196.10 РЭА,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балановская Анна Вячеславовна, 20 декабря 2005 года, кандидат экономических наук,Татарских Борис Яковлевич,"Афоничкин Александр Иванович,
Городецкий Александр Евгеньевич",Самарском государственном экономическом университете,Ульяновский государственный университет,212.214.03 при Самарском государственном экономическом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балашов Евгений Борисович, 2002 год, кандидат юридических наук,Попов Александр Иванович,"","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Балдин Александр Викторович, 2006 год, доктор технических наук,,"",МАДИ,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,
Балыхин Григорий Артемович,  24 мая 2004 года, доктор экономических наук,,"Рулев В.М., Балабанов В.С., Жильцов В.Н.",,СПб Университет экономики и Финансов,Д 002.013.03 при Центральном Экономико-математическом институте РАН,академик В.Л. Макаров,,в Центральном Экономико-математическом институте РАН,,,,,,,,,,,,,,,,,,,,,,,,,
Барангов Артур Басанович, 27 декабря 2006, кандидат экономических наук,Мантаева Эльза Ивановна,"Тимофеева Галина Владимировна, Банникова Наталья Владимировна",ГОУ ВПО «Калмыцкий государственный университет»,Поволжский НИИ экономики и организации АПК,220.062.01 Ставропольский государственный аграрный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баранов Андрей Владимирович, 11 октября 2007 года, доктор политических наук,,"Попова Ольга Валентиновна, Грачев Михаил Николаевич, Шестов Николай Игоревич","ФГОУ ВПО ""Волгоградская академия государственной службы"" Волгоградская академия государственной службы","ФГОУ ВПО ""Московский государственный университет им. М.В. Ломоносова"" МГУ","Д 502.002.01 ФГОУ ВПО ""Волгоградская академия государственной службы"" Волгоградская академия государственной службы","",,,,,,,,,,,,,,,,,,,,,,,,,,,
Баранов Борис Владимирович, Декабрь 2005, кандидат юридических наук,Шалахин Иван Владимирович,"Киселев Сергей Львович,
Шумов Роман Николаевич",,Всероссийский научно-исследовательский институт МВД России,203.022.02 Академия экономической безопасности МВД России,,,на кафедре уголовно-правовых дисциплин Московской академии предпринимательства при правительстве г. Москвы,,,,,,,,,,,,,,,,,,,,,,,,,
Баранов Вячеслав Александрович, 19 января 2012 года, кандидат юридических наук,Ермаков Владимир Гаврилович,"Султыгов Мочха Магомедович,
Еременко Екатерина Валерьевна",Елецкий государственный университет имени И.А.Бунина,Забайкальский государственный университет,521.004.06 Московский гуманитарный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баранов Евгений Александрович, 5 февраля 2008, кандидат медицинских наук,Гольдберг Александр Петрович,"Дибиров Магомед Дибирович, Ромодановский Павел Олегович","ГОУВПО ""Московский государственный медико-стоматологический университет имени А.И. Евдокимова""",Московская Медицинская Академия имени И.М. Сеченова,"208.041.02 ГОУВПО ""Московский государственный медико-стоматологический университет""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баранова Вера Ивановна," неизвестна, степень присуждена 16 декабря 2005 года", доктор исторических наук,,,,нет данных,Д 212.154.01 при МПГУ («Даниловский»),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баранчикова Елена Александровна, 1 июля 2005 года, кандидат технических наук,"Динова Н. И., Семенов Петр Иванович","Подвальный Семен Леонидович,
Бондаренко Юлия Валентиновна",Институте проблем управления им. В.А. Трапезникова,Сибирский индустриальный государственный университет,212.033.01 Воронежского государственного архитектурно-строительного университета,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барикаев Евгений Николаевич, 2006 год, кандидат экономических наук,Титов Виктор Анатольевич,"",Санкт-Петербургский университет МВД РФ,"",Санкт-Петербургский университет МВД РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баринова Ирина Константиновна, 2003 г., Кандидат исторических наук ,,нет данных,,нет данных,"видимо, Д 212.154.01 при МПГУ («Даниловский»)",,Данилов Александр Анатольевич,МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,
Баринова Ирина Константиновна, 2006 (?), доктор исторических наук,,нет данных,Московский педагогический государственный университет (МПГУ),нет данных,"вероятно, Д 212.154.01 - ""Даниловский"" при МПГУ",нет,,,,,,,,,,,,,,,,,,,,,,,,,,,
Баринова Майя Борисовна, 17 марта 2011 года, кандидат психологических наук,Москаленко Ольга Валентиновна,"Секач Михаил Федорович,
Курбет Надежда Владимировна",РАГС,Тамбовский государственный университет имени Г.Р. Державина,502.006.13  РАГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барканов Владимир Васильевич, 2005, кандидат экономических наук,"доктор экономических наук Назаров Валерий Алексеевич, кандидат экономических наук Смакотин Александр Сергеевич","доктор экономических наук Титова Наталья Евгеньевна, кандидат экономических наук Стерликов Павел Федорович",,"Московский государственный университет экономики, статистики и информатики",Д 212.198.01 при Российском государственном гуманитарном университете,,,"на кафедре «Основы экономических теорий»
Московского государственного института электроники н математики
(технический университет)",,,,,,,,,,,,,,,,,,,,,,,,,
Барковский Геннадий Францевич, 2005 год, кандидат исторических наук,Звягольский Андрей Юрьевич,"",Краснодарская академия МВД России,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барковский Павел Георгиевич, 14 мая 2010 года, кандидат юридических наук,Чибинёв Вячеслав Михайлович,"Оганесян Степан Мхитарович,
Лядов Алексей Олегович",Санкт-Петербургский государственный инженерно-экономический университет,Санкт-Петербургский университет Государственной противопожарной службы МЧС России,212.219.06 Санкт-Петербургский государственный инженерно-экономический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бармута Каринэ Александровна, 21 декабря 2010 года, доктор экономических наук,,"Грузинов Владимир Петрович,
Масленникова Надежда Павловна, Колбачев Евгений Борисович",Донской государственный технический университет,Ростовский государственный экономический университет (РИНХ),12.155.10 при Московском государственном областном университете,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
Барсукова Татьяна Митрофановна, 21 июня 2002 года, кандидат педагогических наук,Торохтий Владимир Свиридович,"Подвойский Василий Петрович,
Иващенко Галина Михайловна",Институте педагогики социальной работы РАО,Московская гуманитарно-социальная академия,008.009.01 при Институте педагогики социальной работы РАО,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барышев Андрей Викторович, 10 декабря 2010 года, кандидат педагогических наук,Куликов Данил Леонидович,"Еганов Александр Васильевич,
Перевозников Александр Сергеевич",Уральский государственный университет физической культуры,Челябинский государственный педагогический университет,Д 311.005.01 Уральский государственный университет физической культуры,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барышников Александр Владимирович, 27 декабря 2013 года, кандидат технических наук,Николаев Андрей Борисович,"Илюхин Андрей Владимирович,
Рачковская Вера Михайловна",МАДИ,Московский государственный машиностроительный университет,212.126.05  МАДИ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Барышников Максим Сергеевич, 29 июня 2011 года, кандидат экономических наук,Измалкова Светлана Александровна,"Родионова Екатерина Михайловна, Ерохин Дмитрий Викторович",Госуниверситет - УНПК,Юго-Западный государственный университет,212.182.02 Госуниверситет - УНПК,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Басангова Кермен Маратовна, 28.06.2006, Кандидат экономических наук,Рафиков С.А.,"Раевский С.В., Абрамов А.В.",,Калмыцкий институт социально-экономических и правовых исследований,"Д 212.237.07 при ""ФИНЭК""",,,"""ФИНЭК""",,,,,,,,,,,,,,,,,,,,,,,,,
Баталина (Елесина) Ольга Юрьевна, 2002, Кандидат экономических наук,Цифрова Роз-Мари Васильевна,"",Поволжская академия госслужбы им П.А. Столыпина,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Батенева Галина Владимировна, 1 марта 2011 года, кандидат экономических наук,Бандурин Александр Владимирович,"Давыденко Александр Сергеевич,
Грызунов Константин Георгиевич",Московский государственный институт индустрии туризма,ГАСИС,"222.020.01 Российский научно-технический центр информации по стандартизации, метрологии и оценке соответствия",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Батырев Дольган Николаевич, 19 февраля 2009 года, кандидат философских наук,Бадмаев Валерий Николаевич,"Дугин Александр Гельевич,
Малицкий Валентин Семенович",Калмыцком государственном университете,Майкопский государственный технологический университет,212.208.01 при Южном федеральном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бахус Алексей Олегович, 20 сентября 2013, кандидат филологических наук,Широбоков Александр Николаевич,"Тертычный Александр Алексеевич,
Смородинов Виктор Павлович",Российском университете дружбы народов,Академия медиаиндустрии,212.203.23 при Российском университете дружбы народов,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Башева Анна Вячеславовна, 2 марта 2012 года, доктор экономических наук,,"Ромашова Ирина Борисовна, Фияксель Эдуард Аркадьевич, Шманев Сергей Владимирович",Нижегородский государственный архитектурно-строительный университет,Московский государственный технический университет имени Н.Э. Баумана,212.162.08 Нижегородский государственный архитектурно-строительный университет,Хавин Дмитрий Валерьевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Башилов Вячеслав Леонидович, 2008 год, кандидат медицинских наук,Иоселиани Давид Георгиевич,"Кисляк Оксана Андреевна,
Кухарчук Виктор Владимирович",Научно-практическом центре интервенционной кардиоангиологии,Московский областной научно-исследовательский клинический институт им. М.Ф. Владимирского,208.072.08 при Российском государственном медицинском университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бегунов Илья Дмитриевич, 24 октября 2011, кандидат педагогических наук,Фирсова Анна Михайловна,"Шестакова Лариса Анатольевна, Перфильева Евгения Ивановна",Нижегор. гос. архитектур.-строит. ун-т,Чувашский государственный педагогический университет им. И.Я.Яковлева,212.162.05 Нижегор. гос. архитектур.-строит. ун-т,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бедрий Игорь Викторович, 28 февраля 2006 года, кандидат экономических наук,Пыткин Александр Николаевич,"Осипов Анатолий Константинович,Ишманова Наталья Сергеевна",Пермском филиале Института экономики,Уральская академия государственной службы,212.275.04 Удмуртский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Безгласная Ольга Анатольевна, 1 марта 2011 года, кандидат юридических наук,Упоров Иван Владимирович,"Савченко Марина Станиславовна,
Макеев В. В.",Краснодарском университете МВД России,Ростовский юридический институт МВД России,220.038.10  КубГАУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бездудная Анна Герольдовна, 20 мая 2003 года, кандидат экономических наук,Быстров Владлен Федорович,"Аренков Игорь Анатольевич,
Бугорский Владимир Николаевич",Санкт-Петербургском государственном инженерно-экономическом университете,Санкт-Петербургский государственный университет технологии и дизайна,212.219.03 в Санкт-Петербургском государственном инженерно-экономическом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бездудная Анна Герольдовна, 17 сентября 2009, доктор экономических наук,,"Багиев Георгий Леонидович, Газизуллин Наиль Файзулхакович, Сидоренко Сергей Викторович",Санкт-Петербургский государственный инженерно-экономический университет,Институт проблем региональной экономики РАН,212.112.01 анкт-Петербургский государственный инженерно-экономический университет,Ли Игорь Васильевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Безирова (Губжокова) Зарема Хабаловна, 2006 год, кандидат экономических наук,Шипшев Заур Хамзетович,"Кумахов Башир Абубекирович,
Маржохова Мадина Аслановна",Кабардино-Балкарская государственная сельскохозяйственная академия,Институт информатики и проблем регионального управления Кабардино-Балкарского научного центра РАН,220.033.02 Кабардино-Балкарская государственная сельскохозяйственная академия,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бекмурзаева Нуржан Дукваховна, 29 сентября 2007 года, кандидат экономических наук,Наталуха Игорь Анатольевич,"Хубаев Георгий Николаевич,
Ладейщикова Екатерина Николаевна",НОУ ВПО «Кисловодский институт экономики и права»,"Карачаево-Черкесская государственная
технологическая академия",521.002.01 НОУ ВПО «Кисловодский институт экономики и права»,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бекназарян Давид Юрьевич, 27 февраля 2009 года, кандидат медицинских наук,"Бокерия Лео Антонович, Мовсесян Рубен Рудольфович","Салтанов Александр Иосифович,Гельфанд Борис Романович",Научный центр сердечно-сосудистой хирургии им. А. Н. Бакулева РАМН,Московский областной научно-исследовательский клинический институт им. М.Ф. Владимирского,001.015.01 Научный центр сердечно-сосудистой хирургии им. А. Н. Бакулева РАМН,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Беланович Дмитрий Михайлович, 11 февраля 2008, Кандидат исторических наук,Митволь О.Л.,"Яблочкина И.В., Бакланов В.И.",,МГУ им М.В. Ломоносова,Д 212.154.01 при МПГУ,,,Институт международного права и экономики им А.С. Грибоедова,,,,,,,,,,,,,,,,,,,,,,,,,
Белановский Владимир Валерьевич, 24 апреля 2012 года, кандидат экономических наук,Череповицын Алексей Евгеньевич,"Краснов Олег Сергеевич,
Лобов Николай Михайлович",Санкт-Петербургском государственном горном университете,Уфимский государственный нефтяной университет,212.224.05 при Санкт-Петербургском государственном горном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Белгородский Валерий Савельевич, 16 мая 2007 года, доктор социологических наук,,"Дмитриев Анатолий Васильевич,
Миронов Анатолий Васильевич, Шаронова Светлана Алексеевна",Институте социально-политических исследований РАН,РГСУ,002.088.01 при Институте социально-политических исследований РАН,Маршак Аркадий Львович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Белевич Наталия Александровна, 28 сентября 2011 года, кандидат психологических наук,Парфенов Юрий Александрович,"Юрьев Александр Иванович, Лебедев Игорь Борисович",Северо-Западная академия государственной службы,Омская академия Министерства внутренних дел Российской Федерации,502.007.06 Северо-Западная академия государственной службы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Беленький Юрий Иванович, 30 мая 2012 года, доктор технических наук,,"Минаев Александр Николаевич,
Рябухин Павел Борисович, Герц Эдуард Федорович",Санкт-Петербургском государственном лесотехническом университете имени С.М. Кирова,Воронежская государственная лесотехническая академия,212.008.01 при Северном (Арктическом) федеральном университете имени М.В. Ломоносова,Патякин Василий Иванович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Белецкий Александр Самвелович, 2002 год, кандидат экономических наук,Петров Александр Николаевич,"Курочкина Анна Александровна,
Посошков Игорь Дмитриевич",ФИНЭК,Институт проблем региональной экономики РАН,212.237.02  ФИНЭК,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Белобородов Сергей Викторович, 18 октября 2011 года, кандидат экономических наук,Ягудин Семен Юрьевич,"Гапоненко Александр Лукич,
Доронина Лариса Александровна",Московская финансово-промышленная академия,Институт экономики Российской академии наук,"222.020.01 Российский научно-технический центр информации по стандартизации, метрологии и оценке соответствия",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Белова Оксана Викторовна, 8 февраля 2008 года, кандидат политических наук,Андронова Ирина Владимировна,"Труханов Виктор Александрович,
Колоярцева Елена Алексеевна",Саратовский гос. университет им. Н.Г. Чернышевского,Самарский государственный университет,212.243.04 Саратовский гос. университет им. Н.Г. Чернышевского,,,,,,,,,,,,,,,,,,,,,,,,,,,,
